Code,Name,Level,Card_type,Color,Form,Attribute,Digimon_type,DP,Play_cost,Digivolve_cost_1,Digivolve_level_1,Digivolve_cost_2,Digivolve_level_2,Effect,Digivolve_effect,Security_effect,Deck_type,Deck_name
BT3-003,Upamon,2,Digi-Egg,Yellow,In-Training,NULL,Amphibian,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking][Once Per Turn] If you have 3 or fewer security cards, trigger ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,booster, Union Impact [Bt-03]
BT3-004,Minomon,2,Digi-Egg,Green,In-Training,NULL,Larva,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking] If you attack one of your opponent's Digimon, this Digimon gets +1000 DP for the turn.",NULL,booster, Union Impact [Bt-03]
BT3-005,Kakkinmon,2,Digi-Egg,Black,In-Training,NULL,Armor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking][Once Per Turn] If this Digimon is level 7, gain 1 memory.",NULL,booster, Union Impact [Bt-03]
BT3-006,DemiMeramon,2,Digi-Egg,Purple,In-Training,NULL,Flame,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[On Deletion] Trigger ＜Draw 1＞. (Draw 1 card from your deck.) Then, trash 1 card in your hand.",NULL,booster, Union Impact [Bt-03]
BT3-007,Agumon,3,Digimon,Red,Rookie,Virus,Reptile,4000,2,1,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-008,Zubamon,3,Digimon,Red,Rookie,Vaccine,Weapon/Legend-Arms,1000,3,0,2,NULL,NULL,[On Play] Reveal the top 5 cards of your deck. Add 1 [RagnaLoardmon] Digimon card and 1 Digimon card with [Legend-Arms] in its type among them to your hand. Place the remaining cards on the bottom of your deck in any order.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-009,Hawkmon,3,Digimon,Red,Rookie,Free,Avian,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-010,ZubaEagermon,4,Digimon,Red,Champion,Vaccine,Weapon/Legend-Arms,4000,4,2,3,NULL,NULL,NULL,"[Your Turn] While this Digimon is level 7, it gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,booster, Union Impact [Bt-03]
BT3-011,Greymon,4,Digimon,Red,Champion,Virus,Dinosaur,4000,5,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-012,Aquilamon,4,Digimon,Red,Champion,Free,Giant Bird,5000,6,2,3,NULL,NULL,NULL,[When Attacking] Delete 1 of your opponent's Digimon with 2000 DP or less.,NULL,booster, Union Impact [Bt-03]
BT3-013,Duramon,5,Digimon,Red,Ultimate,Vaccine,Weapon/Legend-Arms,7000,6,3,4,NULL,NULL,NULL,"[Your Turn] While this Digimon is level 7, it gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,booster, Union Impact [Bt-03]
BT3-014,Silphymon,5,Digimon,Red,Ultimate,Free,Beastkin,7000,7,3,4,3,4,[Your Turn] This Digimon is also treated as a yellow Digimon.[When Digivolving] Change the original DP of 1 of your opponent's level 4 or lower Digimon to 1000 for the turn.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-015,MetalGreymon,5,Digimon,Red,Ultimate,Virus,Cyborg,7000,8,3,4,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)[When Digivolving] You may return 1 level 7 Digimon with [Virus] in its attribute from your trash to your hand.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-016,Durandamon,6,Digimon,Red,Mega,Vaccine,Holy Sword/Legend-Arms,12000,10,3,5,3,5,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)",NULL,booster, Union Impact [Bt-03]
BT3-017,Valkyrimon,6,Digimon,Red,Mega,Free,Warrior,9000,11,3,5,NULL,NULL,[When Digivolving] Delete 1 of your opponent's Digimon with 4000 DP or less.[When Attacking] Delete 1 of your opponent's Digimon with 4000 DP or less.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-018,BlitzGreymon,6,Digimon,Red,Mega,Virus,Cyborg,12000,12,4,5,4,5,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)[When Digivolving] Trigger ＜De-Digivolve 2＞ on 1 of your opponent's Digimon. (Trash up to 2 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",NULL,NULL,booster, Union Impact [Bt-03]
BT3-019,RagnaLoardmon,7,Digimon,Red,Mega,Virus,Unique/Legend-Arms,14000,14,3,6,3,6,＜Security Attack +1＞ (This Digimon checks 1 additional security card.)＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.)[When Digivolving] You may place 1 [Durandamon] or [BryweLudramon] from your hand on top of this card's digivolution cards to gain 3 memory.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-020,Patamon,3,Digimon,Blue,Rookie,Data,Mammal,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-021,Veemon,3,Digimon,Blue,Rookie,Free,Mini Dragon,2000,3,0,2,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, Union Impact [Bt-03]
BT3-022,Penguinmon,3,Digimon,Blue,Rookie,Vaccine,Avian,5000,3,1,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-023,Angemon,4,Digimon,Blue,Champion,Vaccine,Angel,3000,4,2,3,NULL,NULL,NULL,[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,NULL,booster, Union Impact [Bt-03]
BT3-024,Airdramon,4,Digimon,Blue,Champion,Vaccine,Mythical Beast,4000,5,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-025,ExVeemon,4,Digimon,Blue,Champion,Free,Mythical Beast,4000,5,2,3,NULL,NULL,[When Digivolving] Unsuspend 1 of your level 4 or lower Digimon.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-026,MagnaAngemon,5,Digimon,Blue,Ultimate,Vaccine,Archangel,7000,6,3,4,NULL,NULL,NULL,[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,NULL,booster, Union Impact [Bt-03]
BT3-027,Bastemon,5,Digimon,Blue,Ultimate,Free,Dragonkin,7000,7,3,4,3,4,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),"[When Attacking][Once Per Turn] If this Digimon has [Imperialdramon] in its name, unsuspend it.",NULL,booster, Union Impact [Bt-03]
BT3-028,Paildramon,5,Digimon,Blue,Ultimate,Virus,Beastkin,8000,7,2,4,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-029,Goldramon,6,Digimon,Blue,Mega,Vaccine,Holy Dragon/Four Great Dragons,11000,11,3,5,NULL,NULL,"[Your Turn][Once Per Turn] When you play another Digimon, unsuspend this Digimon.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-030,Leopardmon,6,Digimon,Blue,Mega,Data,Holy Warrior/Royal Knight,11000,12,4,5,NULL,NULL,[When Digivolving] You may play 1 level 4 or lower digivolution card of 1 of your Digimon as another Digimon without paying its memory cost.[Your Turn] All of your level 4 or lower Digimon gain ＜Jamming＞. (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, Union Impact [Bt-03]
BT3-031,Imperialdramon Dragon Mode,6,Digimon,Blue,Mega,Free,Ancient Dragon,12000,13,5,5,5,5,"When one of your [Paildramon] or [Dinobeemon] would digivolve into this card in your hand, reduce the memory cost of the digivolution by 2.＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.)[When Digivolving] Unsuspend all of your Digimon with ＜Jamming＞.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-032,Armadillomon,3,Digimon,Yellow,Rookie,Free,Mammal,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-033,Salamon,3,Digimon,Yellow,Rookie,Vaccine,Mammal,1000,3,0,2,NULL,NULL,NULL,[When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,NULL,booster, Union Impact [Bt-03]
BT3-034,Lopmon,3,Digimon,Yellow,Rookie,Data,Beast,2000,3,0,2,NULL,NULL,"[On Play] Look at the top card of your security stack. Add that card to your hand, then trigger ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,NULL,booster, Union Impact [Bt-03]
BT3-035,Gatomon,4,Digimon,Yellow,Champion,Vaccine,Holy Beast,3000,4,2,3,NULL,NULL,NULL,[When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,NULL,booster, Union Impact [Bt-03]
BT3-036,Ankylomon,4,Digimon,Yellow,Champion,Free,Ankylosaur,4000,5,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-037,Turuiemon,4,Digimon,Yellow,Champion,Data,Beastkin,6000,6,1,3,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-038,Antylamon,5,Digimon,Yellow,Ultimate,Virus,Holy Beast,8000,7,2,4,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-039,Angewomon,5,Digimon,Yellow,Ultimate,Vaccine,Archangel,6000,7,3,4,NULL,NULL,[When Digivolving] 1 of your opponent's Digimon gains ＜Security Attack -2＞ (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.,"[When Attacking] If you have 3 or fewer security cards, you may play 1 yellow level 3 Digimon card from your hand without paying its memory cost.",NULL,booster, Union Impact [Bt-03]
BT3-040,Shakkoumon,5,Digimon,Yellow,Ultimate,Free,Mutant,7000,8,3,4,3,4,[Your Turn] This Digimon is also treated as a blue Digimon.[Opponent's Turn] All of your opponent's Digimon with no digivolution cards gain ＜Security Attack -1＞. (This Digimon checks 1 fewer security card.),NULL,NULL,booster, Union Impact [Bt-03]
BT3-041,Cherubimon,6,Digimon,Yellow,Mega,Vaccine,Cherub/Three Great Angels,11000,11,3,5,NULL,NULL,"[When Attacking] If you have 3 or fewer security cards, place 1 yellow Digimon from your trash on top of your security stack face down.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-042,ClavisAngemon,6,Digimon,Yellow,Mega,Vaccine,Virtue,10000,12,3,5,NULL,NULL,"[When Attacking] If you have 3 or fewer security cards, 1 of your opponent's Digimon gets -6000 DP for the turn.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-043,Kentaurosmon,6,Digimon,Yellow,Mega,Vaccine,Holy Warrior/Royal Knight,11000,12,3,5,NULL,NULL,[When Digivolving] Up to 5 of your opponent's Digimon gain ＜Security Attack -2＞ (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.[On Deletion] 1 of your opponent's Digimon gets -11000 DP for the turn.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-044,Aruraumon,3,Digimon,Green,Rookie,Data,Vegetation,5000,2,2,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-045,Kunemon,3,Digimon,Green,Rookie,Virus,Larva,4000,3,2,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-046,Terriermon,3,Digimon,Green,Rookie,Vaccine,Beast,2000,3,2,2,NULL,NULL,[All Turns] Your opponent can't gain memory except with Tamer effects.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-047,Wormmon,3,Digimon,Green,Rookie,Free,Larva,1000,3,2,2,NULL,NULL,[On Deletion] Reveal the top 3 cards of your deck. Add 1 level 4 or 5 Digimon card among them to your hand. Place the remaining cards on the bottom of your deck in any order.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-048,Gargomon,4,Digimon,Green,Champion,Vaccine,Beastkin,4000,5,1,3,NULL,NULL,NULL,[Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,NULL,booster, Union Impact [Bt-03]
BT3-049,Flymon,4,Digimon,Green,Champion,Virus,Insectoid,4000,5,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-050,Stingmon,4,Digimon,Green,Champion,Free,Insectoid,5000,6,2,3,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",NULL,booster, Union Impact [Bt-03]
BT3-051,Dokugumon,4,Digimon,Green,Champion,Virus,Insectoid,5000,6,2,3,NULL,NULL,[On Play] Reveal the top 3 cards of your deck. Add 1 level 5 or 6 Digimon card among them to your hand. Trash the remaining cards.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-052,Rapidmon,5,Digimon,Green,Ultimate,Vaccine,Cyborg,6000,6,2,4,NULL,NULL,NULL,[Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,NULL,booster, Union Impact [Bt-03]
BT3-053,JewelBeemon,5,Digimon,Green,Ultimate,Vaccine,Insectoid,10000,7,3,4,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-054,Blossomon,5,Digimon,Green,Ultimate,Data,Vegetation,7000,7,3,4,NULL,NULL,"＜Digisorption -3＞ (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3.)",NULL,NULL,booster, Union Impact [Bt-03]
BT3-055,Dinobeemon,5,Digimon,Green,Ultimate,Free,Mutant,7000,8,3,4,3,4,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.)",NULL,NULL,booster, Union Impact [Bt-03]
BT3-056,Ceresmon,6,Digimon,Green,Mega,Data,Shaman/Olympos XII,12000,12,5,5,NULL,NULL,"＜Digisorption -3＞ (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3.)[Your Turn][Once Per Turn] When suspending Digimon for a ＜Digisorption＞ skill, you may suspend your opponent's Digimon instead.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-057,MegaGargomon,6,Digimon,Green,Mega,Vaccine,Machine,11000,12,4,5,NULL,NULL,"[When Digivolving] Suspend 1 of your opponent's Digimon. It doesn't unsuspend during your opponent's next unsuspend phase.[Your Turn] While your opponent has a suspended Digimon in play, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Union Impact [Bt-03]
BT3-058,BanchoStingmon,6,Digimon,Green,Mega,Free,Insectoid/Boss,9000,12,3,5,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)[When Attacking] If you attack an opponent's Digimon that has 12000 DP or more, this Digimon gets +7000 DP and ＜Security Attack +2＞ (This Digimon checks 2 additional security cards) for the turn.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-059,Commandramon,3,Digimon,Black,Rookie,Virus,Cyborg/D-Brigade,3000,2,0,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-060,Psychemon,3,Digimon,Black,Rookie,Data,Reptile,5000,3,1,2,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-061,Chuumon,3,Digimon,Black,Rookie,Virus,Beast,1000,3,0,2,NULL,NULL,[Both Turns] Your opponent can't gain memory except with Tamer effects.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-062,Ludomon,3,Digimon,Black,Rookie,Data,Armor/Legend-Arms,1000,3,0,2,NULL,NULL,[On Play] Reveal the top 5 cards of your deck. Add 1 [RagnaLoardmon] Digimon card and 1 Digimon card with [Legend-Arms] in its type among them to your hand. Place the remaining cards on the bottom of your deck in any order.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-063,Sukamon,4,Digimon,Black,Champion,Virus,Abnormal,1000,3,2,3,NULL,NULL,[On Deletion] Reveal the top 3 cards of your deck. You may play 1 [Chuumon] among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,NULL,NULL,booster, Union Impact [Bt-03]
BT3-064,TiaLudomon,4,Digimon,Black,Champion,Data,Armor/Legend-Arms,4000,4,2,3,NULL,NULL,NULL,"[When Attacking] If this Digimon is level 7, trigger ＜De-Digivolve 1＞ on 1 of your opponent's Digimon. (Trash a card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",NULL,booster, Union Impact [Bt-03]
BT3-065,Gururumon,4,Digimon,Black,Champion,Vaccine,Beast,4000,5,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Union Impact [Bt-03]
BT3-066,Clockmon,4,Digimon,Black,Champion,Data,Machine,5000,5,2,3,NULL,NULL,NULL,[Opponent's Turn] This Digimon gets +1000 DP.,NULL,booster, Union Impact [Bt-03]
BT3-067,Tankmon,4,Digimon,Black,Champion,Data,Cyborg,6000,6,1,3,NULL,NULL,NULL,NULL,NULL,booster, Union Impact [Bt-03]
BT3-068,Giromon,5,Digimon,Black,Ultimate,Vaccine,Mine,7000,6,3,4,NULL,NULL,NULL,[Opponent's Turn] This Digimon gets +1000 DP.,NULL,booster, Union Impact [Bt-03]
BT3-069,RaijiLudomon,5,Digimon,Black,Ultimate,Data,Armor/Legend-Arms,7000,6,3,4,NULL,NULL,NULL,"[When Attacking] If this Digimon is level 7, trigger ＜De-Digivolve 1＞ on 1 of your opponent's Digimon. (Trash a card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",NULL,booster, Union Impact [Bt-03]
