"Code","Deck_Type","Deck_Name","Name","Card_Type","Form","Attribute","Type","Color","Card_Level","DP","Play_Cost","Cost_Digievolution1","Level_Digievolution1","Cost_Digievolution2","Level_Digievolution2","Effect","Digivolve_Effect","Security_Effect"
"BT3-112","Booster","Union Impact","Omnimon Alter-S","Digimon","Mega","Virus","Holy Warrior","White","7",15000,15,6,"6",6,"6","[When Digivolving] Trigger <De-Digivolve 1> on all of your opponent's Digimon. (Trash a card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, delete all of your opponent's Digimon with 5000 DP or less.[When Attacking] You may make this Digimon unblockable by your opponent for the turn by returning one of its level 6 digivolution cards to your hand.","-","-"
"BT3-093","Booster","Union Impact","Daisuke Motomiya","Tamer","-","-","-","Blue",NA,NA,4,NA,NA,NA,NA,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3.[On Play] Reveal the top 3 cards of your deck. Add 1 blue and 1 green Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","[Security] Play this card without paying its memory cost."
"BT3-094","Booster","Union Impact","Ken Ichijouji","Tamer","-","-","-","Green",NA,NA,4,NA,NA,NA,NA,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3.[Your Turn] When one of your green or blue Digimon deletes an opponent's Digimon in battle and survives, you may suspend this Tamer to gain 1 memory.","-","[Security] Play this card without paying its memory cost."
"BT3-095","Booster","Union Impact","Joe Kido","Tamer","-","-","-","Black",NA,NA,2,NA,NA,NA,NA,"[Start of Your Turn] If you have a Digimon with <Blocker> in play, gain 1 memory.","-","[Security] Play this card without paying its memory cost."
"BT3-096","Booster","Union Impact","Mimi Tachikawa","Tamer","-","-","-","Purple",NA,NA,2,NA,NA,NA,NA,"[All Turns] When a player uses an Option Card, you may suspend this Tamer to gain 1 memory.","-","[Security] Play this card without paying its memory cost."
"BT3-097","Booster","Union Impact","A Delicate Plan","Option","-","-","-","Red",NA,NA,1,NA,NA,NA,NA,"[Main] 1 of your Digimon gains ""This Digimon doesn't activate the [Security] effects of any cards it checks"" for the turn.","-","[Security] Add this card to your hand."
"BT3-098","Booster","Union Impact","Plasma Stake","Option","-","-","-","Red",NA,NA,4,NA,NA,NA,NA,"[Main] Delete 1 of your opponent's Digimon with 13000 DP or more.","-","[Security] Activate this card's [Main] effect."
"BT3-099","Booster","Union Impact","We Have to Stop Fighting!","Option","-","-","-","Blue",NA,NA,2,NA,NA,NA,NA,"[Main] Neither player's Digimon can be deleted in battle for the turn.","-","[Security] Add this card to your hand."
"BT3-100","Booster","Union Impact","Death Parade Blaster","Option","-","-","-","Blue",NA,NA,3,NA,NA,NA,NA,"[Main] Trash up to 2 digivolution cards from the bottom of all of your opponent's Digimon. Then, if you have a green Digimon in play, suspend 1 of your opponent's Digimon with no digivolution cards.","-","[Security] Activate this card's [Main] effect."
"BT3-101","Booster","Union Impact","Bifrost","Option","-","-","-","Yellow",NA,NA,3,NA,NA,NA,NA,"[Main] 1 of your opponent's Digimon gets -3000 DP and <Security Attack -1> (This Digimon checks 1 fewer security card) until the end of your opponent's next turn.","-","[Security] 1 of your opponent's Digimon gets -3000 DP and <Security Attack -1> (This Digimon checks 1 fewer security card) for the turn."
"BT3-102","Booster","Union Impact","Code Cracking","Option","-","-","-","Yellow",NA,NA,4,NA,NA,NA,NA,"[Main] Your opponent may trash their top security card. If they don't, trigger <Recovery +1 (Deck)>. (Place the top card of your deck on top of your security stack.)","-","-"
"BT3-103","Booster","Union Impact","Hidden Potential Discovered!","Option","-","-","-","Green",NA,NA,NA,NA,NA,NA,NA,"[Main] If one of your green Digimon would digivolve this turn, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 5.","-","[Security] Add this card to your hand."
"BT3-104","Booster","Union Impact","Positron Laser","Option","-","-","-","Green",NA,NA,6,NA,NA,NA,NA,"[Main] Up to 2 of your opponent's Digimon can't attack or block until the end of your opponent's next turn. Then, if you have a blue Digimon in play, return 1 of your opponent's suspended Digimon to their hand. Trash all of those Digimons' digivolution cards.","-","[Security] Up to 2 of your opponent's Digimon can't attack for the turn. Then, if you have a blue Digimon in play, return 1 of your opponent's suspended Digimon to its owner's hand. Trash all of its digivolution cards."
"BT3-105","Booster","Union Impact","Breath of the Gods","Option","-","-","-","Black",NA,NA,2,NA,NA,NA,NA,"[Main] 1 of your Digimon gains <Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase) and ""This Digimon can't have its DP reduced or be returned to its owner's hand or deck"" until the end of your opponent's next turn.","-","[Security] Your opponent's Digimon can't attack players for the turn."
"BT3-106","Booster","Union Impact","Beast Cyclone","Option","-","-","-","Black",NA,NA,3,NA,NA,NA,NA,"[Main] All of your Digimon with <Blocker> or <Reboot> gain <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.","-","[Security] Add this card to your hand."
"BT3-107","Booster","Union Impact","Looking Back on the Good Times","Option","-","-","-","Black",NA,NA,4,NA,NA,NA,NA,"[Main] Trigger <De-Digivolve 1> on 1 of your opponent's Digimon. (Trash a card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, if that Digimon's play cost is 4 or less, delete it.","-","[Security] Add this card to your hand."
"BT3-108","Booster","Union Impact","Dark Despair","Option","-","-","-","Purple",NA,NA,2,NA,NA,NA,NA,"[Main] 1 of your Digimon gains <Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling) until the end of your opponent's next turn.","-","[Security] Add this card to your hand."
"BT3-109","Booster","Union Impact","Back for Revenge!","Option","-","-","-","Purple",NA,NA,2,NA,NA,NA,NA,"[Main] 1 of your Digimon gains ""[On Deletion] Play this card without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate"" for the turn.","-","-"
"BT3-110","Booster","Union Impact","Necrophobia","Option","-","-","-","Purple",NA,NA,5,NA,NA,NA,NA,"[Main] Play 1 level 5 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.","-","[Security] Activate this card's [Main] effect."
"BT4-001","Booster","Great Legend","Sakuttomon","Digi-Egg","In-Training","-","Weapon","Red","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking][Once Per Turn] If this Digimon is level 7, gain 1 memory.","-"
"BT4-002","Booster","Great Legend","Bukamon","Digi-Egg","In-Training","-","Lesser","Blue","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking] Trash the bottom digivolution card of 1 of your opponent's level 4 or lower Digimon.","-"
"BT4-003","Booster","Great Legend","Koromon","Digi-Egg","In-Training","-","Lesser","Yellow","2",NA,NA,NA,NA,NA,NA,"-","[When Attacking][Once Per Turn] If you have 3 or fewer security cards, 1 of your opponent's Digimon gets -1000 DP for the turn.","-"
"BT4-004","Booster","Great Legend","Budmon","Digi-Egg","In-Training","-","Vegetation","Green","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] While this Digimon has <Digi-Burst>, it gets +1000 DP.","-"
"BT4-005","Booster","Great Legend","Missimon","Digi-Egg","In-Training","-","Machine","Black","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] While this Digimon has [D-Brigade] in its type, it gets +1000 DP.","-"
"BT4-006","Booster","Great Legend","Xiaomon","Digi-Egg","In-Training","-","Lesser","Purple","2",NA,NA,NA,NA,NA,NA,"-","[Your Turn] While there are 10 or more cards in your trash, this Digimon gains <Retaliation>. (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)","-"
"BT4-007","Booster","Great Legend","Otamamon","Digimon","Rookie","Data","Amphibian","Red","3",5000,2,2,"2",NA,NA,"-","-","-"
"BT4-008","Booster","Great Legend","Agumon","Digimon","Rookie","Vaccine","Dinosaur","Red","3",2000,3,0,"2",NA,NA,"-","[Your Turn] When this card is trashed due to activating this Digimon's <Digi-Burst>, return this card to its owner's hand.","-"
"BT4-009","Booster","Great Legend","Flamemon","Digimon","Hybrid","Variable","Wizard","Red","3",2000,3,0,"2",NA,NA,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Hybrid] in its form and/or 1 red Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"BT4-010","Booster","Great Legend","Fugamon","Digimon","Champion","Virus","Demon","Red","4",3000,3,1,"3",NA,NA,"-","-","-"
"BT4-011","Booster","Great Legend","Agunimon","Digimon","Hybrid","Variable","Wizard","Red","4",5000,5,2,"3",NA,NA,"You may Digivolve this card from your hand onto one of your red Tamers as if the Tamer is a level 3 Digimon.","-","-"
"BT4-012","Booster","Great Legend","GeoGreymon","Digimon","Champion","Vaccine","Dinosaur","Red","4",5000,5,2,"3",NA,NA,"[Main] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·Delete 1 of your opponent's Digimon with 4000 DP or less.","-","-"
"BT4-013","Booster","Great Legend","BurningGreymon","Digimon","Hybrid","Variable","Dark Dragon","Red","5",6000,6,3,"3",NA,NA,"You may Digivolve this card from your hand onto one of your red Tamers as if the Tamer is a level 3 Digimon.[Your Turn] This Digimon gets +3000 DP.","-","-"
"BT4-014","Booster","Great Legend","Vermilimon","Digimon","Ultimate","Data","Ankylosaur","Red","5",8000,5,3,"4",NA,NA,"-","-","-"
"BT4-015","Booster","Great Legend","Volcdramon","Digimon","Ultimate","Data","Dragon","Red","5",7000,7,3,"4",NA,NA,"-","<Security Attack +1> (This Digimon checks 1 additional security card.)","-"
"BT4-016","Booster","Great Legend","Aldamon","Digimon","Hybrid","Variable","Wizard","Red","5",7000,8,3,"4",NA,NA,"<Security Attack +1> (This Digimon checks 1 additional security card.)[Your Turn] While this Digimon's digivolution cards include a Digimon card with [Hybrid] in its form or a red Tamer card, it gets +4000 DP.","-","-"
"BT4-017","Booster","Great Legend","RizeGreymon","Digimon","Ultimate","Vaccine","Cyborg","Red","6",7000,8,3,"4",3,"4","[Your Turn] This Digimon is also treated as yellow.[Main] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·You may play a red or yellow Tamer card with a play cost of 4 or less from your hand without paying its memory cost.","[When Attacking] If you have a Tamer in play, 1 of your opponent's Digimon gets -2000 DP for the turn.","-"
"BT4-018","Booster","Great Legend","Spinomon","Digimon","Mega","Virus","Dinosaur","Red","6",10000,10,2,"5",NA,NA,"[Your Turn] This Digimon gets +3000 DP.","-","-"
"BT4-019","Booster","Great Legend","VictoryGreymon","Digimon","Mega","Vaccine","Dragonkin","Red","3",12000,11,4,"5",NA,NA,"[When Digivolving] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·Delete 1 of your opponent's Digimon with 8000 DP or less.","-","-"
"BT4-020","Booster","Great Legend","ShineGreymon","Digimon","Mega","Vaccine","Light Dragon","Red","3",11000,12,3,"5",3,"5","[Your Turn] When one of your red or yellow Tamers is suspended, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.","-","-"
"BT4-021","Booster","Great Legend","Gaomon","Digimon","Rookie","Data","Beast","Blue","4",2000,3,0,"2",NA,NA,"-","[Your Turn] When this card is trashed due to activating this Digimon's <Digi-Burst>, return this card to its owner's hand.","-"
"BT4-022","Booster","Great Legend","Sangomon","Digimon","Rookie","Data","Mollusk","Blue","4",4000,3,0,"2",NA,NA,"-","-","-"
"BT4-023","Booster","Great Legend","Strabimon","Digimon","Hybrid","Variable","Beastkin","Blue","4",2000,3,0,"2",NA,NA,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Hybrid] in its form and/or 1 blue Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"BT4-024","Booster","Great Legend","Tobiumon","Digimon","Champion","Vaccine","Sea Animal","Blue","4",3000,3,1,"3",NA,NA,"-","-","-"
"BT4-025","Booster","Great Legend","Lobomon","Digimon","Hybrid","Variable","Warrior","Blue","5",5000,5,2,"3",NA,NA,"You may Digivolve this card from your hand onto one of your blue Tamers as if the Tamer is a level 3 Digimon.","-","-"
"BT4-026","Booster","Great Legend","GaoGamon","Digimon","Champion","Data","Beast","Blue","5",5000,5,2,"3",NA,NA,"[Main] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·<Draw 1> (Draw 1 card from your deck.)","-","-"
"BT4-027","Booster","Great Legend","KendoGarurumon","Digimon","Hybrid","Variable","Cyborg","Blue","5",6000,6,3,"3",NA,NA,"You may Digivolve this card from your hand onto one of your blue Tamers as if the Tamer is a level 3 Digimon.[When Attacking] Return 1 of your opponent's level 3 Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.","-","-"
"BT4-028","Booster","Great Legend","Piranimon","Digimon","Ultimate","Virus","Sea Animal","Blue","5",7000,6,3,"4",NA,NA,"-","[When Attacking] Trash the top digivolution card of 1 of your opponent's Digimon.","-"
"BT4-029","Booster","Great Legend","Gusokumon","Digimon","Ultimate","Vaccine","Crustacean","Blue","6",10000,7,3,"4",NA,NA,"-","-","-"
"BT4-030","Booster","Great Legend","Beowolfmon","Digimon","Hybrid","Variable","Warrior","Blue","6",7000,7,3,"4",NA,NA," <Jamming> (This Digimon can't be deleted in battles against Security Digimon.)[Opponent's Turn] While this Digimon's digivolution cards include a Digimon card with [Hybrid] in its form or a blue Tamer card, it can't be attacked.","-","-"
"BT4-031","Booster","Great Legend","MarinChimairamon","Digimon","Ultimate","Vaccine","Composite","Blue","6",7000,7,3,"4",NA,NA,"[On Play] You may return 1 of your other Digimon to its owner's hand to return 1 of your opponent's Digimon with no digivolution cards to its owner's hand. Trash all of the digivolution cards of your Digimon.","-","-"
"BT4-032","Booster","Great Legend","MachGaogamon","Digimon","Ultimate","Data","Cyborg","Blue","3",7000,8,3,"4",NA,NA,"[Main] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·Return 1 of your opponent's level 4 or lower Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.","[Your Turn] While you have a Tamer in play, this Digimon gets +2000 DP.","-"
"BT4-033","Booster","Great Legend","ZeedGarurumon","Digimon","Mega","Data","Cyborg","Blue","3",12000,11,4,"5",NA,NA,"[When Digivolving] <Digi-Burst 2> (Trash 2 of this Digimon's digivolution cards to activate the effect below.)·Return 1 of your opponent's level 5 or lower Digimon to its owner's hand. Trash all of the digivolution cards of that Digimon.","-","-"
"BT4-034","Booster","Great Legend","Regalecusmon","Digimon","Mega","Virus","Sea Animal","Blue","4",11000,11,3,"5",NA,NA,"[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon. When you do, trigger <Draw 1> (Draw 1 card from your deck) and gain 1 memory.","-","-"
"BT4-035","Booster","Great Legend","MirageGaogamon","Digimon","Mega","Data","Beast Knight","Blue","4",12000,12,4,"5",NA,NA,"[When Digivolving] Gain 1 memory for every 4 cards in your opponent's hand.[Your Turn] This Digimon is unblockable.","-","-"
"BT4-036","Booster","Great Legend","Falcomon","Digimon","Rookie","Vaccine","Avian","Yellow","4",5000,2,2,"2",NA,NA,"-","-","-"
